date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:26:43	14762/14762	---MCZ	200	added ('OK')	text/html	etag:W/%2239aa-uMvOttEca8NvqvvmT3wRUIn6HWo%22	https://lollipop-lagata.vercel.app/subject?id=159	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject4d23.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:26:48	28398/28398	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%226eee-OhDDEM09CKy2i8X/E2A2aul6nY4%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2Fpolity.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res4dea	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:26:49	9914/9914	---MCZ	200	added ('OK')	text/html	etag:W/%2226ba-UJGLsiLLnzc+OEcPYCIR/mZ42mk%22	https://lollipop-lagata.vercel.app/subject?id=156	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjectc7f4.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:26:56	23075/23075	---MCZ	200	added ('OK')	text/html	etag:W/%225a23-x+6YkFNX+FiHBzF0Rwqi3cC37BE%22	https://lollipop-lagata.vercel.app/subject?id=139	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjecta2ea.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:26:56	36362/36362	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%228e0a-l+TD6k5mb0rbJt3vRkYiAZBgdSA%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2FAntim_Pag_2.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res57da	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:26:58	33034/33034	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%22810a-PKvHNTf/Jv7L+WEUx8g3H22ZBCU%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2Fancient_history.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res8497	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:26:59	7241/7241	---MCZ	200	added ('OK')	text/html	etag:W/%221c49-SvfIsm0QNeuL+I2/Rf9Ahbfz6uw%22	https://lollipop-lagata.vercel.app/subject?id=153	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject4893.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:05	38854/38854	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%2297c6-sBt/Pz8tscvYf/09sMhh3Jtgya4%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2FMedieval_history_2.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res20f3	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:05	15942/15942	---MCZ	200	added ('OK')	text/html	etag:W/%223e46-h6XfNJvTAxdBftLeMhjSUjh50O8%22	https://lollipop-lagata.vercel.app/subject?id=146	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject0985.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:07	34884/34884	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%228844-HNIB7R8ArLzdCdZJ/DWSIzZx6qo%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2FModern_History.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/resd527	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:09	12715/12715	---MCZ	200	added ('OK')	text/html	etag:W/%2231ab-FRRBnZuTLM3IEXZJIfRIMOBDnn8%22	https://lollipop-lagata.vercel.app/subject?id=151	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject4133.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:11	31736/31736	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%227bf8-2JnKIytHWgpPRnzBKYBfW/Hxtfk%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2Feconomics_2.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res6cc3	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:13	14670/14670	---MCZ	200	added ('OK')	text/html	etag:W/%22394e-pSVEztc12hSAfM3H4z4HC1hu/Zs%22	https://lollipop-lagata.vercel.app/subject?id=149	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject5c8d.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:15	28050/28050	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%226d92-J/mn7fgvXglnCZQ3bvxEMe5p3GY%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2Fphysics.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/resd3f1	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:17	12760/12760	---MCZ	200	added ('OK')	text/html	etag:W/%2231d8-bhzz775Qjwt9XZMtuXg2W0uk9Kg%22	https://lollipop-lagata.vercel.app/subject?id=142	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject4238.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:18	28320/28320	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%226ea0-4SoGiuHzA+oBdmFC6fab+tmvd5g%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2Fchemistry.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/resb3da	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:20	14105/14105	---MCZ	200	added ('OK')	text/html	etag:W/%223719-1BESsXisMQcFspFJcGIHb2hGXxE%22	https://lollipop-lagata.vercel.app/subject?id=136	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject7147.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:22	32380/32380	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%227e7c-5hJWRTRy2rbUQXJo4qid5cC7o3I%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2Fbiology.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res2530	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:24	19926/19926	---MCZ	200	added ('OK')	text/html	etag:W/%224dd6-/Z80OTQAzgisDXz+v5uImG7Vppg%22	https://lollipop-lagata.vercel.app/subject?id=122	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjectb4cd.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:25	35012/35012	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%2288c4-H4o2EOToSho7GxgrIvyvG9Ro/ek%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2FEnglish_Grammar_DAnKcta.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res0a70	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:26	19987/19987	---MCZ	200	added ('OK')	text/html	etag:W/%224e13-xzyI+xDYPj2mLyhVv7pC+uKiQOQ%22	https://lollipop-lagata.vercel.app/subject?id=140	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject37bf.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:29	29296/29296	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%227270-8O0Sc9syr6L8j6v9K8QmZDscAQA%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2FEnglish_Practice_1.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res1ca7	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:34	30874/30874	---MCZ	200	added ('OK')	text/html	etag:W/%22789a-8fwJWyHzZksKHsD+jY0lmL9jPBM%22	https://lollipop-lagata.vercel.app/subject?id=127	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjectfb68.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:37	31760/31760	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%227c10-OtiAapGiu3ogJXrFd6jJ7bD+mtk%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2FOne_Pager.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res5721	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:38	7909/7909	---MCZ	200	added ('OK')	text/html	etag:W/%221ee5-OxKIoQgG5kmrJJXEmntzGw45+h8%22	https://lollipop-lagata.vercel.app/subject?id=152	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjecte8f5.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:40	45788/45788	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%22b2dc-0DGFuhtuzB2AE7URTgypZHlQjs8%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2FAfcat_Special.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/resfa77	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:42	16817/16817	---MCZ	200	added ('OK')	text/html	etag:W/%2241b1-Demo8S2CXiNtzLsSBU9i9+j0H9E%22	https://lollipop-lagata.vercel.app/subject?id=121	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject4b61.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:46	37334/37334	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%2291d6-cZsvisgpjII6zaHS//qgEw10Q/g%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2FPhysical_Geography.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res1867	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:47	13438/13438	---MCZ	200	added ('OK')	text/html	etag:W/%22347e-HJiQt8YLHA7el47n7n1TwD7zjrw%22	https://lollipop-lagata.vercel.app/subject?id=134	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject9b05.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:48	36020/36020	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%228cb4-7BRUlbScIUBBcZQGzXecqL3YlwU%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2FIndian_Geography.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res1974	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:49	6611/6611	---MCZ	200	added ('OK')	text/html	etag:W/%2219d3-f12RLcomWLZuYhrsGMXUDSim9g8%22	https://lollipop-lagata.vercel.app/subject?id=144	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjecte106.html	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:52	36658/36658	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%228f32-oq65lo/OBK3lQKDRIPiLUHt75yU%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2Fafternoon_test.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res6c51	(from https://lollipop-lagata.vercel.app/batch?id=29)
21:27:55	24197/24197	---MCZ	200	added ('OK')	text/html	etag:W/%225e85-WRLQZbvl0+RkpcVlYUC2C1m11/k%22	https://lollipop-lagata.vercel.app/subject?id=148	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject71b0.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:27:58	12711/12711	---MCZ	200	added ('OK')	text/html	etag:W/%2231a7-hv29etCnOitDi56vrQT3chAxKd4%22	https://lollipop-lagata.vercel.app/subject?id=150	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject9537.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:05	14758/14758	---MCZ	200	added ('OK')	text/html	etag:W/%2239a6-y+L72H0rLkQCoMuoxFr/DMcMjRA%22	https://lollipop-lagata.vercel.app/subject?id=158	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjecta7a0.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:10	30870/30870	---MCZ	200	added ('OK')	text/html	etag:W/%227896-gZNtHBs9+ayqlLkCAQAncPbou3M%22	https://lollipop-lagata.vercel.app/subject?id=128	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject7e46.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:14	13433/13433	---MCZ	200	added ('OK')	text/html	etag:W/%223479-7AFRTrelG0SgnDDPHf92kKgLGX4%22	https://lollipop-lagata.vercel.app/subject?id=135	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjectb510.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:17	14100/14100	---MCZ	200	added ('OK')	text/html	etag:W/%223714-y81GDjx7Fgkkvsj4sDfVwoTcosE%22	https://lollipop-lagata.vercel.app/subject?id=137	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject7567.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:19	23095/23095	---MCZ	200	added ('OK')	text/html	etag:W/%225a37-ctDuuiNNnMxGZJO/1B9FaJQsFsg%22	https://lollipop-lagata.vercel.app/subject?id=138	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjectcd7b.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:21	12756/12756	---MCZ	200	added ('OK')	text/html	etag:W/%2231d4-rSFaW/ugm1ArmNzBYcKf1Ss7+HA%22	https://lollipop-lagata.vercel.app/subject?id=143	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjecte935.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:24	15938/15938	---MCZ	200	added ('OK')	text/html	etag:W/%223e42-a+v9WrlN+XnN9Ms/h7zdl4fJGNY%22	https://lollipop-lagata.vercel.app/subject?id=147	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject651a.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:27	7237/7237	---MCZ	200	added ('OK')	text/html	etag:W/%221c45-73876ZURRH56MmPI7Rc+cM+RJyk%22	https://lollipop-lagata.vercel.app/subject?id=154	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject367a.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:34	9934/9934	---MCZ	200	added ('OK')	text/html	etag:W/%2226ce-Gv2tb/U9shU6etJv/erYhsCoKgs%22	https://lollipop-lagata.vercel.app/subject?id=155	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjecta9d2.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:49	19923/19923	---MCZ	200	added ('OK')	text/html	etag:W/%224dd3-Qz80vVf12hNzCrfi/dMKNphiDLA%22	https://lollipop-lagata.vercel.app/subject?id=123	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjectc17f.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:49	30672/30672	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%2277d0-I8KzeCL+/pvZJJ43i7WkNxhs15Q%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2Fmaths.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/resdf8c	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:50	16813/16813	---MCZ	200	added ('OK')	text/html	etag:W/%2241ad-zZP6ddW4PHe2xwLd0vPoZmDj7ms%22	https://lollipop-lagata.vercel.app/subject?id=124	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjectd9e6.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:51	69491/69491	---MCZ	200	added ('OK')	text/html	etag:W/%2210f73-0P6aQgL0+V1dhIwr+kJkzxpEfe0%22	https://lollipop-lagata.vercel.app/subject?id=119	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject0d7d.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:51	19315/19315	---MCZ	200	added ('OK')	text/html	etag:W/%224b73-FAZW01/4ruvf+MGHZJmEtyMu6Lc%22	https://lollipop-lagata.vercel.app/subject?id=141	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject374c.html	(from https://lollipop-lagata.vercel.app/batch?id=32)
21:28:52	10527/10527	---MCZ	200	added ('OK')	text/html	etag:W/%22291f-aDQxWJaAGHOo3bpV+8V4Hp+xn6o%22	https://lollipop-lagata.vercel.app/subject?id=129	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject46f5.html	(from https://lollipop-lagata.vercel.app/batch?id=31)
21:28:53	34852/34852	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%228824-HHaG0wRqGbJP5Pp/nGQYOXKq6KA%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2FGeneral_Awareness_1.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res9c15	(from https://lollipop-lagata.vercel.app/batch?id=31)
21:28:54	14569/14569	---MCZ	200	added ('OK')	text/html	etag:W/%2238e9-Uy8iNzxOWcSdAl/QoKVInjphk9U%22	https://lollipop-lagata.vercel.app/subject?id=132	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjecta262.html	(from https://lollipop-lagata.vercel.app/batch?id=31)
21:28:56	28046/28046	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%226d8e-L9rNOBNdNqG0jqDw/kED1+WnhMQ%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2Fenglish_4Y7Gjj8.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res43a2	(from https://lollipop-lagata.vercel.app/batch?id=31)
21:28:57	21704/21704	---MCZ	200	added ('OK')	text/html	etag:W/%2254c8-h6xVYRVYoQno8W0rXbISe/B5T+w%22	https://lollipop-lagata.vercel.app/subject?id=133	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subjecta6dd.html	(from https://lollipop-lagata.vercel.app/batch?id=31)
21:28:59	5889/5889	---MCZ	200	added ('OK')	text/html	etag:W/%221701-u1q2BRDqG4HgedvH5lh13m2ScSw%22	https://lollipop-lagata.vercel.app/subject?id=157	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject3f91.html	(from https://lollipop-lagata.vercel.app/batch?id=31)
21:29:01	7887/7887	---MCZ	200	added ('OK')	text/html	etag:W/%221ecf-tBrEGDoAFMlurNkl+uRONTHemOs%22	https://lollipop-lagata.vercel.app/subject?id=130	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject686a.html	(from https://lollipop-lagata.vercel.app/batch?id=31)
21:29:03	33852/33852	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%22843c-vvWdsMnvBVwdA0sqwZ4brySMFzo%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2Fcurrent_affairs.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res56fb	(from https://lollipop-lagata.vercel.app/batch?id=31)
21:29:04	12472/12472	---MCZ	200	added ('OK')	text/html	etag:W/%2230b8-xQaB6EFKHmtGf7kGI6LZ2MTbyZw%22	https://lollipop-lagata.vercel.app/subject?id=126	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject3b75.html	(from https://lollipop-lagata.vercel.app/batch?id=31)
21:29:05	30748/30748	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%22781c-4BzODoj5z+3j1jBY5GCV0dQDTRU%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2Freasoning.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res437f	(from https://lollipop-lagata.vercel.app/batch?id=31)
21:29:07	6550/6550	---MCZ	200	added ('OK')	text/html	etag:W/%221996-h6eniIK8GBK1Dv8OHzTXUJyNtBc%22	https://lollipop-lagata.vercel.app/subject?id=125	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject0f0e.html	(from https://lollipop-lagata.vercel.app/batch?id=31)
21:29:10	31960/31960	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%227cd8-36BecfOy22TiOlXP9QgUuUTKk4Y%22	https://lollipop-lagata.vercel.app/res?url=https%3A%2F%2Fcds-journey-bucket.s3.amazonaws.com%2Fmedia%2Fcourse-subject%2Fbatcheet.webp	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/res5c94	(from https://lollipop-lagata.vercel.app/batch?id=31)
21:29:11	65035/65035	---MCZ	200	added ('OK')	text/html	etag:W/%22fe0b-9OBfDg0FjF4QCVqCZpgiM3rKQys%22	https://lollipop-lagata.vercel.app/subject?id=120	C:/My%20Web%20Sites/newCS/lollipop-lagata.vercel.app/subject97d4.html	(from https://lollipop-lagata.vercel.app/batch?id=30)
21:29:12	10297/10297	---M--	200	added ('OK')	image/png	etag:%22bb8cbdb99473c27c1286a5344aa8a361%22	https://cdn-icons-png.flaticon.com/512/4406/4406138.png	C:/My%20Web%20Sites/newCS/cdn-icons-png.flaticon.com/512/4406/4406138.png	(from https://lollipop-lagata.vercel.app/subject?id=159)
